Age,Income,Education_Level,Credit_Score,Purchase_Amount,Satisfaction_Score,Product_Category,Region,Is_Returning_Customer,Website_Visit_Frequency,Time_on_Website_Minutes,Membership_Status,Churn,Spending_Score,Polynomial_Target,Education_Level_Code,Product_Category_Code,Region_Code,Membership_Status_Code
46,45966.669641677545,Bachelor,693.1280664500963,109.83878554429334,10,Electronics,South,0,3,26.970783712504883,Gold,0,22305.408319893468,3098.2136691779224,1,0,1,2
53,33402.11136887495,PhD,689.6794955683772,170.32394661828022,7,Electronics,West,0,4,14.383882935356342,Silver,0,18971.562660914944,956.5826859014874,3,0,3,1
30,88600.3970487479,PhD,722.5448981083986,223.80899459376315,10,Clothing,South,0,7,15.854047619090004,Platinum,1,45260.24406864083,2514.3822554820113,3,1,1,3
49,50888.27651021732,Bachelor,673.1314105800302,175.03546967131166,6,Sports,South,0,5,13.190919554976539,Platinum,1,18978.841648131456,693.6593242566387,1,3,1,3
24,50208.939378694195,Bachelor,699.5232424964445,192.9959855825039,1,Electronics,South,1,4,22.711548188329786,Platinum,1,29315.76734659764,2345.5308174259917,1,0,1,3
68,49638.12369334995,Bachelor,674.8389123533752,160.3000915663722,3,Clothing,East,0,11,28.0232638645092,Platinum,1,30916.31429086085,2200.217554083283,1,1,2,3
39,52971.271411517824,PhD,693.2681174699815,86.41472681144248,2,Home,West,1,2,18.67082551026884,Platinum,0,20320.717450984936,5274.682990798635,3,2,3,3
45,47834.593821140865,Master,650.8620671194209,224.1194908504429,6,Clothing,West,0,4,6.9495937761056545,None,1,25646.744012460254,2721.968173003758,2,1,3,0
19,41395.069896796456,Master,558.0591420861786,331.6199803735431,8,Clothing,East,1,5,10.584450272566292,Gold,1,18483.72855910501,-231.3236391028231,2,1,2,2
59,41797.115881394115,Master,673.2860418906848,201.38012230875785,3,Sports,East,1,4,20.79794949071738,Gold,0,25928.167971919556,1978.353798251245,2,3,2,2
62,49508.70094676002,PhD,751.137406804997,216.8948087935662,10,Electronics,East,1,4,9.278218167665226,Silver,0,23419.9726949533,2898.696077685584,3,0,2,1
23,41848.62843299352,Bachelor,726.3107701120796,251.95420663376444,8,Home,North,0,1,11.997336842235313,Platinum,1,20665.349303927447,1524.742392761624,1,2,0,3
45,39307.313259842536,PhD,728.2698742295586,104.80021275899756,8,Clothing,South,0,2,11.821961754019965,None,1,28798.050727187183,1520.9294200892614,3,1,1,0
45,51596.453415378455,Bachelor,741.8065360903109,327.6885993597204,5,Electronics,South,0,9,14.614247798105389,Platinum,0,19551.148503666733,1569.7553876987397,1,0,1,3
61,46175.34173868717,PhD,684.4328795480719,215.17465973171016,8,Electronics,West,1,6,16.283550846764655,Platinum,0,23447.92302327625,2614.259353165824,3,0,3,3
61,72559.89482874033,PhD,689.8657853702798,322.38926743168315,6,Clothing,South,0,7,5.552842780966936,Silver,1,36863.20157226361,811.8300237302926,3,1,1,1
37,10235.45287410482,Bachelor,649.1174052282825,145.0225253357008,5,Electronics,North,0,6,7.362806265444903,None,0,2219.655865146913,1390.3743401683166,1,0,0,0
47,66372.60277883692,Master,664.1963571986475,336.3546441918369,9,Clothing,East,0,4,7.482134252088651,None,0,43465.40807051597,3018.880147780695,2,1,2,0
28,68691.27788746444,Bachelor,710.7885574885571,258.13666205260876,7,Clothing,West,0,10,8.07986182043036,Gold,1,36228.38239265998,1451.340480269097,1,1,3,2
45,18899.146513877757,High School,740.1942218584409,241.47800643892688,8,Clothing,West,1,3,15.080034367339739,Platinum,1,11868.4387300025,1430.5940419070473,0,1,3,3
42,44859.68608879477,High School,673.02768621595,217.5518340764861,1,Home,South,1,9,15.972890293834656,None,0,25682.86296095056,590.0433754979301,0,2,1,0
56,44428.38701006313,Bachelor,657.4905367574294,181.3603536444163,2,Clothing,West,0,0,20.06592115763648,Gold,1,20609.921847921454,2679.513922041038,1,1,3,2
50,28887.32457923268,PhD,680.0263979428298,290.03987438554043,8,Sports,East,0,8,17.77464714707909,None,1,20812.483537668177,2425.4394072649743,3,3,2,0
18,38332.74968613687,High School,710.0603374464557,210.52699023860353,9,Electronics,West,0,7,12.08871310127478,Platinum,1,24509.0470694362,2914.7644205673046,0,0,3,3
44,33341.36231801257,High School,607.8072591933229,52.46977223096357,4,Home,East,1,1,16.149641392103927,Gold,1,15080.179208355534,1860.6666768380878,0,2,2,2
69,76284.05665135435,PhD,565.1909523431381,116.21101537197482,10,Electronics,North,0,3,20.27114087781601,None,1,42893.36237396854,2446.8821036795925,3,0,0,0
30,64035.17589721191,PhD,652.4731575254208,186.06156858554397,10,Home,North,1,4,13.86308657742461,Silver,0,37297.267476779765,2247.3694969170156,3,2,0,1
58,69073.32642491237,Master,618.964378704292,223.24992373741662,9,Sports,East,1,4,13.447906849195146,None,0,37592.13856110142,621.4118882183741,2,3,2,0
20,60825.08096064853,PhD,654.5929901176345,195.7558633325078,4,Home,South,0,5,10.27521357509297,Platinum,1,26336.44252700846,4293.445219218082,3,2,1,3
56,33064.22343174156,Bachelor,672.6109840591264,291.4228092345247,10,Home,West,0,8,10.975870924574819,Silver,1,16230.338084945774,3011.658470378791,1,2,3,1
23,42132.196005803395,Bachelor,657.3375795488494,53.667360197103136,10,Home,South,0,8,18.427871353704376,None,1,23602.950172169618,2016.8998727523199,1,2,1,0
25,57340.61841841877,Master,752.6233767235373,210.76909523788703,10,Electronics,West,1,4,14.980877546239645,None,0,29010.91171747306,1713.2844493948157,2,0,3,0
44,31668.082866620818,High School,696.337238230116,63.651558095963395,9,Clothing,North,1,1,24.791955088364197,Gold,0,11128.177409284604,3297.554298886613,0,1,0,2
26,60694.97645258582,High School,695.0237179805414,256.9784221613126,7,Electronics,North,0,7,11.616463938638235,Platinum,0,29054.671064635633,2033.5237157992917,0,0,0,3
54,46395.119027627974,PhD,711.1103572021701,192.91559641684978,2,Clothing,North,1,3,18.806865828290523,None,0,24016.89261368309,2935.2223918420705,3,1,0,0
50,44377.68788675604,Bachelor,623.0583441109616,231.47074790180886,9,Electronics,West,0,2,16.932045754360864,None,1,14682.771015894645,1421.9775920577165,1,0,3,0
68,60664.39952305237,High School,731.9555893710134,135.20877795576754,4,Sports,North,0,7,14.553127893129727,None,1,30568.850734565032,1246.950701551795,0,3,0,0
59,56663.9496722906,Master,676.211785673227,295.95986987433133,8,Sports,North,1,2,12.822489885744123,Platinum,0,30855.198459314568,1891.3637522773708,2,3,0,3
61,44585.507512713804,Master,713.5240308620606,278.12934980441383,7,Home,North,1,8,18.00050935839024,Silver,0,22867.44393366125,2077.6775308222486,2,2,0,1
41,67389.94705046373,Bachelor,626.4071383479923,243.76582272589158,7,Sports,North,1,6,17.713368926787744,Platinum,1,28527.579978092792,2386.6216397467947,1,3,0,3
32,33784.05008600154,Master,602.3120616991968,190.28620648524193,8,Home,South,1,4,16.00994229513545,Gold,1,12564.463853193492,3409.299069284798,2,2,1,2
49,59239.034104163955,Master,720.8944829012514,243.48929639713492,1,Clothing,North,0,6,17.128172018898344,Gold,1,37174.49321541254,3107.1318520899367,2,1,0,2
49,58896.51886952575,Bachelor,698.8204763048758,146.98305740094884,5,Sports,North,0,5,15.182433831705996,Platinum,1,24860.02541772961,3313.106763462094,1,3,0,3
41,45356.803410290144,PhD,634.8974222821245,264.1666744265534,2,Clothing,South,0,3,6.7940963056627695,None,1,28666.740903772064,1230.4905667218704,3,1,1,0
58,54891.99533363177,PhD,636.5168459362653,323.7110670742941,2,Electronics,South,1,9,15.42186751383031,None,0,23519.42124090225,1751.4704898311954,3,0,1,0
69,31233.296354220456,Master,736.2717392207385,280.295791998439,1,Clothing,West,0,5,13.657247953376377,Silver,1,21367.518707306393,3099.095571668424,2,1,3,1
66,63860.40528810352,PhD,620.5294053566336,145.2798147644443,5,Electronics,East,1,5,24.73121758699755,Platinum,0,33735.72250050185,3320.547469333039,3,0,2,3
66,47226.46795335517,PhD,762.1336476627981,227.1062987954827,2,Clothing,North,1,6,18.166928168817986,Platinum,0,20993.019144754755,2847.452026566585,3,1,0,3
69,42159.154692214404,Master,634.9689632676066,103.01438421810141,4,Clothing,North,1,5,16.007545640995463,None,1,11346.926174396178,1568.3846464283274,2,1,0,0
29,65735.13838755334,PhD,711.9195962804191,242.92927333817568,3,Sports,North,0,4,17.31415036613334,Gold,0,34940.40769872562,897.482099872502,3,3,0,2
56,39434.84464185861,Master,663.5690762125507,233.7952559646904,3,Clothing,West,1,3,9.884409351941525,Gold,0,19685.238004105755,2266.5776448569604,2,1,3,2
19,28873.080554546606,High School,710.1593715541171,59.76377453508769,2,Sports,North,1,2,11.951156855551623,Silver,1,15546.104171766228,1049.3751997222407,0,3,0,1
20,26650.562397141442,Bachelor,652.7942998942904,112.86621170657271,6,Sports,East,1,6,13.326055378592216,Silver,0,15142.288649431785,2400.6411019489865,1,3,2,1
66,59090.14927018459,Bachelor,671.8603546963853,178.76458274421748,2,Home,South,1,3,16.94211251820377,Gold,1,22034.439324720814,3356.2852400785177,1,2,1,2
54,30793.559712555754,PhD,682.045958769786,177.43551896443802,8,Home,West,1,4,12.826238563708516,Platinum,1,16443.13889083556,2210.6889237109935,3,2,3,3
66,76321.91272976546,PhD,629.8906272109264,109.28922984358961,8,Electronics,South,1,6,12.49280731865294,Silver,0,40993.65973788465,799.7707738283445,3,0,1,1
34,18771.058881744168,PhD,717.0412172710063,229.17340470141377,5,Clothing,North,1,4,9.66068165649582,None,1,12119.242880041424,1436.3041605994194,3,1,0,0
66,75446.84552435057,Bachelor,654.3393216764207,218.8605206705384,10,Electronics,North,1,7,15.125605442756342,Platinum,1,30598.139642962993,2970.2832694965114,1,0,0,3
19,53165.26200803927,High School,668.570004232999,185.42981510161104,7,Clothing,North,1,9,15.827830964571948,None,0,31534.124739235907,2415.0214245167867,0,1,0,0
19,48549.30332194411,High School,630.2825312695744,143.31563748812277,4,Home,East,1,10,17.142616478735462,Silver,1,25618.14910603932,2494.9924002528987,0,2,2,1
45,41826.21369786575,Bachelor,551.8833170602345,278.65303448124223,1,Home,East,1,7,11.519918897240164,Gold,0,22830.846712704246,3746.4628586257445,1,2,2,2
40,55987.04171528106,High School,670.4486118699915,324.1555334816221,2,Clothing,West,1,6,16.853878758097263,Silver,0,22635.02055706527,2309.0691984260675,0,1,3,1
54,49435.47946362727,Bachelor,800.6307710806458,163.7328887115097,10,Clothing,South,0,5,9.798628116449878,Gold,1,28603.200653616113,2339.123762249256,1,1,1,2
49,66549.52823024782,High School,719.2302143949012,154.08748121338846,10,Home,North,0,4,13.90468102752713,Platinum,0,24735.19387597371,2851.7753981345863,0,2,0,3
50,51713.41472993059,Master,679.0369810132803,236.84057490589973,4,Home,North,1,2,16.50786068042732,Silver,1,20655.723007942648,826.8380959931742,2,2,0,1
18,52254.52642192817,Master,666.8554585395866,173.14779651897604,1,Electronics,North,1,3,13.706438863096508,Silver,0,31520.184623627643,1497.2897594172566,2,0,0,1
36,44545.81681679216,Bachelor,681.1232946406024,189.54520995025743,8,Home,North,1,4,7.190777749923948,Silver,1,24895.880598281165,1211.1138608190054,1,2,0,1
19,49145.81564418399,High School,707.3559557587605,255.47398637935035,9,Clothing,East,0,10,7.786837028842507,Platinum,1,26230.44826457247,2596.0140446502437,0,1,2,3
61,54617.026533380886,PhD,620.9593592345577,56.79829343695303,4,Electronics,South,0,2,16.10447434003702,None,0,32067.082652820063,1147.997670490297,3,0,1,0
43,24347.474110150615,High School,735.7160847334436,298.8726743639502,10,Clothing,South,0,1,17.898256783742227,None,0,17259.700424811042,2533.347908790078,0,1,1,0
49,29777.218668414305,Master,715.7690657720622,205.4510393247006,3,Sports,West,1,4,16.696583943960277,Gold,1,17758.18522494507,1778.3303189442295,2,3,3,2
23,61148.96141034072,Master,715.9092862853968,169.1380141578365,2,Electronics,East,1,9,18.018711046189164,Silver,1,28667.34097628935,1581.7440895467769,2,0,2,1
49,52562.981571919125,High School,701.9237869404864,193.30743843339133,5,Clothing,North,1,6,13.597287570651087,None,0,21011.25808363111,2906.927203728517,0,1,0,0
21,47240.24995470981,High School,680.9808328846995,197.1822016265389,3,Home,South,1,10,18.692209554566244,Platinum,1,19503.060356048718,606.9350178047946,0,2,1,3
28,50276.5089959809,PhD,713.643061798341,70.15990224163059,10,Sports,South,0,6,16.680300397444686,Silver,1,32311.193103131212,1449.7161536517876,3,3,1,1
34,55213.72558042507,PhD,709.5907066870689,312.1203670589927,7,Clothing,East,1,4,11.802716174476304,Gold,0,20309.36970491276,4875.120224648071,3,1,2,2
55,41903.60479535958,High School,662.2979644529488,203.09942242029638,6,Electronics,West,0,4,17.57226855696809,None,0,23485.91941840956,3877.9185141545254,0,0,3,0
41,38325.42911896531,High School,651.319911355155,233.22515978355312,1,Clothing,West,0,9,16.48025102067248,Platinum,1,21804.51018436261,148.68504695071738,0,1,3,3
22,52937.67882646522,High School,685.0928147630993,271.3662327930532,8,Sports,North,1,5,23.362470438037946,Platinum,0,32909.12507904739,1430.8432723796398,0,3,0,3
69,35324.40833577452,High School,757.4510075747594,123.41281568297748,2,Electronics,West,0,4,21.896599767437458,Gold,0,20189.999873822857,2193.9153403556334,0,0,3,2
51,56123.79133571708,Bachelor,618.044646217305,235.51039242764213,5,Sports,South,0,2,14.53848225926943,None,1,25985.777004024418,593.8930842162113,1,3,1,0
23,24461.245936432395,High School,606.623736712378,179.9269181825905,9,Clothing,West,0,5,12.911596988548652,Silver,0,10293.245031326693,3955.9310268242316,0,1,3,1
39,65437.33455988466,PhD,688.2380420618258,263.50780814123704,8,Home,North,0,4,22.7955562654406,Platinum,0,32769.76419259762,1986.6812226943437,3,2,0,3
28,57088.96223619564,Master,682.5443850928009,40.45794347363784,2,Home,South,1,5,17.757697596275904,Gold,1,33307.82738474804,1752.4783538809702,2,2,1,2
65,53840.44601470813,Bachelor,688.6670832185204,192.56792748190483,9,Clothing,West,1,2,14.12926116615626,Platinum,0,29992.822301100565,2478.5652397023514,1,1,3,3
33,64740.36475918271,High School,692.197659895425,154.7884508162029,5,Clothing,West,0,6,5.054691215855934,Platinum,1,27061.625875140053,2309.0303123239605,0,1,3,3
50,74982.11666693864,Master,668.8398872682598,232.41972129756167,10,Clothing,East,1,5,11.22250275816447,None,0,37984.37245999359,1145.6454929374381,2,1,2,0
26,65215.55097527196,Bachelor,754.4931719301042,235.25331405261517,6,Electronics,North,0,4,10.87485961615196,None,0,36814.09265751443,3252.8847450887883,1,0,0,0
23,22386.88653002532,Master,599.9548010761742,146.92805788834804,3,Sports,West,1,4,14.268096866564324,Silver,1,9087.566337066817,2099.935939176601,2,3,3,1
33,30806.345498964478,High School,638.5751487609878,146.58696018679672,3,Sports,East,1,2,18.09259168377325,Platinum,0,3643.3006155742933,3252.6465589661416,0,3,2,3
46,40627.72133456482,High School,674.8372619925476,191.70009735820028,10,Sports,South,1,4,18.856266121611185,Gold,0,18411.49508256294,1405.961631797743,0,3,1,2
20,50391.36575316251,PhD,597.8405594422916,132.7518329513594,8,Clothing,East,1,6,22.50017842644655,Platinum,0,16889.934375265875,144.0703016959551,3,1,2,3
37,57764.88530703685,High School,671.2072797783965,263.1487771589095,10,Sports,East,1,5,19.656979188351087,Gold,0,19765.167933535267,3389.1909098618626,0,3,2,2
53,39113.84280269802,High School,763.073508286401,172.30945996644155,10,Clothing,West,0,7,8.497660425895077,Platinum,0,25022.750896498732,2756.2964666486223,0,1,3,3
36,52801.50146715617,Bachelor,681.0443244147981,-18.024116449123113,2,Electronics,West,1,1,20.150037897702127,Gold,0,38025.90386372126,3117.816135037299,1,0,3,2
43,38669.256014700164,PhD,691.5350452859342,171.88834575336455,2,Home,West,0,2,23.6666235263668,Platinum,1,26196.055276085717,3199.632110514546,3,2,3,3
20,40827.23295512078,Bachelor,616.991761741371,122.10921343670208,5,Clothing,East,0,5,23.41904038510301,Platinum,0,7460.651463446984,1959.2848110688833,1,1,2,3
36,28900.083547276667,Master,649.1819295980262,77.6543138404291,6,Clothing,South,1,6,8.935682753458781,Silver,0,12704.978320895802,1582.6681475585276,2,1,1,1
37,36151.50130833643,High School,661.2401809838032,107.19300213330706,2,Home,North,0,8,14.04451699010777,None,1,15287.308619721807,1860.2219816824131,0,2,0,0
49,29724.730915754997,Master,664.1142451621884,208.20563538747277,5,Home,East,1,5,19.804868747849863,None,1,6607.753805961777,2546.5265707336903,2,2,2,0
24,35361.90120534001,Bachelor,744.0821897501885,299.6480621186173,7,Electronics,West,0,9,9.208284832189353,Gold,1,20185.244318115925,2214.638454829539,1,0,3,2
69,65804.62694911759,High School,707.8845530362562,223.4888355398735,10,Sports,North,0,1,6.375425080404252,Platinum,0,31998.34474959589,301.91905891519946,0,3,0,3
58,35759.01666752085,High School,624.4271021531484,154.51224588381953,10,Clothing,South,1,3,16.569778433853116,Platinum,1,11119.060385867391,1927.9004664933495,0,1,1,3
50,89485.73097256086,Bachelor,692.3252389216002,234.1928146378027,8,Sports,North,1,5,11.622042864466486,None,1,33561.13926733278,3413.896933233179,1,3,0,0
57,57399.76851321334,Bachelor,704.9110874248393,165.5682267335756,7,Clothing,West,1,4,6.842744664926917,Gold,0,24735.303609081904,2038.5875243620953,1,1,3,2
56,52772.54185542311,Bachelor,737.0074519260634,147.90497231276416,8,Electronics,East,1,2,21.147602213762728,Silver,1,25465.806151581295,4258.140593209368,1,0,2,1
35,37124.6332972818,Bachelor,759.0270343284187,113.42279988252616,9,Home,East,0,4,15.821563290589914,Silver,0,18050.23271385352,986.462351270455,1,2,2,1
57,60504.64819113487,Bachelor,629.2452904086066,68.61283949362107,5,Electronics,West,1,2,12.3965383272877,Silver,0,34606.235771608495,2388.4313695626106,1,0,3,1
18,41365.43260643339,High School,639.4571244394831,170.7557220080416,5,Home,East,0,3,10.181579579037937,Platinum,0,22432.636468882756,957.0586874359691,0,2,2,3
28,51830.147219680424,Bachelor,617.1211070542691,211.85401174400988,10,Sports,West,0,9,15.872830741716802,Gold,0,24371.930062276355,1082.8244454879657,1,3,3,2
45,88401.26807403192,High School,668.2990070446509,192.75322474888327,4,Sports,East,0,5,17.577085994627637,None,0,40214.49609170508,1131.2229411243225,0,3,2,0
42,48559.10150413025,High School,703.3179187223167,168.8024804039481,9,Electronics,East,0,2,16.629663364017244,Platinum,1,15464.917962371335,4176.079974762051,0,0,2,3
67,67239.09989428514,Bachelor,729.366725829455,129.06904544774142,5,Home,East,0,6,7.405433393655592,Platinum,0,28283.170646343224,1861.7559096075083,1,2,2,3
40,39452.35362311169,Bachelor,676.2024488178739,245.61846437637263,2,Electronics,South,0,6,17.384260321185177,Silver,1,26637.78086698738,1257.3616319404218,1,0,1,1
48,49475.17264254557,PhD,664.0076238372578,101.21510600400613,10,Home,South,1,6,18.47224754673499,Gold,0,28180.95117589763,1987.6918742248415,3,2,1,2
47,76562.00953453264,High School,687.587899612437,258.20209353826067,8,Home,West,0,4,13.282979646488327,Gold,1,39804.84593599028,1763.4856121420123,0,2,3,2
59,40595.494133183485,Bachelor,638.2428549184989,124.83372358049564,7,Sports,South,0,8,20.198051909744592,Silver,0,17987.400611353685,2864.5513326808746,1,3,1,1
52,77186.72836995393,Bachelor,784.4769360847387,143.5673571985224,8,Sports,West,0,5,10.740413035288075,Silver,0,44898.46312789078,-28.870031575485427,1,3,3,1
24,60616.279031832135,Bachelor,599.6169486440971,89.99111070382422,3,Home,North,1,8,21.452923930155013,Silver,0,24412.557617747312,982.9858842336498,1,2,0,1
33,41562.99836158598,PhD,689.2370289447862,162.39483898357724,4,Home,North,1,9,15.661578422153221,Platinum,1,14963.101314776148,2790.405493973941,3,2,0,3
43,59486.116085832815,PhD,781.180310961482,273.1484343858484,5,Home,South,0,5,12.51915263991722,Platinum,1,29375.67060129536,1481.2713933685366,3,2,1,3
65,64588.316744400945,Master,680.3399922279999,238.67210663329672,6,Sports,North,1,6,13.40775754834612,Platinum,1,20498.463484657677,1342.5487766202318,2,3,0,3
69,59327.149433257946,High School,670.4980482499253,273.38165840210263,1,Sports,North,0,6,19.996424417149825,None,0,24586.19090851856,1331.3985976930007,0,3,0,0
66,26446.629201643154,Master,662.1277288594787,239.1606909450452,4,Clothing,East,1,6,16.18621174957688,None,0,11162.17113281007,2829.2448234079448,2,1,2,0
19,39092.94236262697,Bachelor,670.9804159118796,117.22476286022231,10,Home,East,0,6,18.225336632537783,Gold,1,17360.301204908963,2621.065163087377,1,2,2,2
18,46287.22046672743,PhD,748.6424237338265,175.1908081754332,5,Clothing,West,1,2,20.37334651362705,Silver,0,17242.33522747986,2900.020095393667,3,1,3,1
65,48883.498563499306,PhD,569.4069044335247,141.4850653161903,7,Home,North,1,2,12.370114670333411,Silver,1,33658.73394776571,934.8020255891583,3,2,0,1
29,59310.08146326017,Master,756.6716850648163,299.793117802928,5,Sports,West,1,6,15.636491680396814,Platinum,0,35591.34193289699,717.2782414596625,2,3,3,3
22,52665.51501399881,PhD,608.8021423774927,110.24085151802663,1,Clothing,West,0,8,13.877720198415062,None,1,35065.76542467037,3075.749767947586,3,1,3,0
54,29969.83461934848,Bachelor,666.6673835382793,267.02732670418334,7,Clothing,North,0,6,20.085289889781688,Silver,1,14609.695844042428,2226.723975859821,1,1,0,1
49,55702.967765089445,PhD,658.5377789850669,266.9715402581577,8,Electronics,South,0,8,13.087722906647201,Gold,0,25568.55394083924,1389.1543282017817,3,0,1,2
26,59158.786179257346,Master,709.427663488536,337.2215151287065,7,Home,North,1,5,15.239158821809356,Silver,1,36687.710377974596,1780.441005673862,2,2,0,1
58,58396.856718965595,Bachelor,600.0937824058126,169.2735055527877,4,Sports,East,1,6,26.478623005737663,Platinum,0,28744.460169260983,812.0674910232408,1,3,2,3
52,66211.71088331932,Master,703.1086333040971,253.42416196851215,8,Electronics,North,0,8,21.42558137116539,Platinum,0,27963.406995319896,1480.7956123726822,2,0,0,3
36,62508.83231823356,PhD,781.2154811643426,371.12388774041324,5,Electronics,South,1,2,9.8238594490229,None,0,25339.26188848326,2108.814706091923,3,0,1,0
65,56887.70118842655,Master,611.8412997703595,153.67687422997275,10,Home,West,0,8,19.509880536790092,Gold,1,26981.71205144901,2451.971919031247,2,2,3,2
33,48947.51432812029,Master,689.4853083805198,84.87198143507302,9,Electronics,West,0,2,18.4438464417832,Gold,1,24403.6546221871,1856.469070513522,2,0,3,2
20,25085.58599726013,High School,646.9008911101696,58.999247456917715,10,Home,East,0,8,9.49681831082554,Silver,1,13110.098139641963,1750.2949607548558,0,2,2,1
37,56444.273286988784,PhD,701.2943603096518,253.45340216459985,5,Electronics,East,0,3,14.44972132105197,Gold,0,27364.21320864519,2685.156927124913,3,0,2,2
41,53115.31530744667,PhD,680.9573888707876,58.76373439560621,1,Home,East,1,9,10.261484693913932,Silver,0,37435.67841700543,1861.7236809254034,3,2,2,1
50,54073.6825579306,Master,647.9256545477845,172.0760710296558,9,Sports,West,1,7,3.0369911274036063,Silver,1,19411.236288944685,1552.8847312345194,2,3,3,1
41,30848.77136269536,High School,704.3936142435537,232.79848902792205,5,Home,East,1,7,14.270142377286254,None,0,17927.941983390898,1200.8029832002942,0,2,2,0
69,33784.151893876064,PhD,770.2174054893371,213.88816526224355,6,Home,North,0,4,12.469549352464028,Gold,0,14584.812310790947,363.5054915170874,3,2,0,2
28,65797.29279999355,Bachelor,670.4548104136351,231.9083648138129,4,Clothing,West,1,8,9.495488073401948,Platinum,1,31864.71895512302,2588.318874076043,1,1,3,3
66,49406.672692150176,Master,715.9878971074091,216.67173918506404,6,Sports,South,0,3,14.95206866663802,Silver,1,29465.81348729023,3569.1849090469473,2,3,1,1
25,60222.510460589365,PhD,615.3363521064418,295.91493599850446,8,Sports,West,0,5,4.396937721706182,Silver,0,21297.51131071002,1110.98950403235,3,3,3,1
53,50424.77564195692,Bachelor,632.1781811590996,128.57627144459022,3,Sports,North,0,3,15.206374696715198,Silver,0,20543.0366037518,745.8463487615602,1,3,0,1
55,50446.34209243618,PhD,703.6203138940189,149.22536461561015,5,Electronics,North,0,4,15.076990605555688,Gold,1,24634.874119304008,1404.7753305204724,3,0,0,2
57,64074.25708963996,Bachelor,754.2058014267982,142.0505416046882,2,Clothing,East,0,2,18.393697766102985,Gold,1,39458.38741906747,2330.434113350083,1,1,2,2
37,42259.32907673939,Master,697.780667439283,262.26438588969575,2,Sports,West,0,2,6.984103820643959,Gold,0,28524.56308394266,1446.600069425156,2,3,3,2
52,51441.811654114754,PhD,664.3470984738423,267.5298941296298,7,Electronics,West,1,5,25.69712127929163,Silver,0,31207.413017049603,1487.7083076580093,3,0,3,1
65,43065.87066942436,PhD,679.9645702711678,233.84189894888812,10,Electronics,West,1,9,23.779011127084406,Platinum,0,9745.996292648171,2014.5766799337657,3,0,3,3
42,43482.55658851527,High School,617.4796133015142,288.7620250167446,10,Electronics,South,1,6,11.133926159170977,Platinum,1,15612.43244787163,2067.2088307992694,0,0,1,3
52,45362.41814797041,Master,710.2257663177684,111.64693494677145,10,Clothing,East,1,5,22.29869427833556,Gold,0,16738.033422223267,2378.652162539278,2,1,2,2
42,53332.00657450569,Bachelor,724.1166531161705,325.04180836633526,6,Electronics,North,0,1,19.285360563712626,Platinum,0,26409.827061144464,1671.2471489697173,1,0,0,3
46,42818.77067504784,PhD,657.3954833583459,314.2428966284194,4,Clothing,North,0,6,12.802874371068432,Silver,0,12264.252675146323,1668.643793472701,3,1,0,1
35,68836.34188360281,PhD,656.4978926120249,255.17164979343102,5,Home,East,1,6,11.965734970843679,Gold,0,39027.65362546803,25.51404121261521,3,2,2,2
63,36580.89046670744,Bachelor,693.2939114826024,333.6349181578295,1,Electronics,North,1,3,12.343877074606814,Gold,0,7378.507358647847,3017.58562232339,1,0,0,2
35,47196.92533757961,Master,658.1640131979702,75.75325942416697,7,Sports,North,1,4,29.13184438484686,Silver,0,27841.09238405952,2199.8693573096843,2,3,0,1
19,43404.034125887374,High School,676.6933692687089,160.6663897803011,8,Electronics,East,1,4,21.800597144557013,Gold,1,25136.211069553767,3452.16379428263,0,0,2,2
52,71704.668265306,High School,784.9860894583258,144.8522404488536,9,Home,North,1,4,13.98613553058732,Silver,1,29460.409125791863,2521.510739072097,0,2,0,1
33,52948.32164767362,PhD,667.6487149627002,254.11094928180074,8,Home,West,1,5,14.417887999851098,Gold,1,31883.933715905274,1870.3033999422025,3,2,3,2
58,65477.66809202952,Bachelor,662.0829923989389,121.23944452983908,5,Electronics,South,1,7,19.23724105340656,Platinum,0,30212.780772940147,560.3854766330212,1,0,1,3
53,27716.59440444542,PhD,647.622909718242,256.81213620031144,3,Home,East,1,7,19.018221242413194,Gold,1,10034.802247371255,382.13685762682576,3,2,2,2
50,54005.75398803888,Bachelor,717.2095985749968,302.7902107997535,10,Clothing,South,0,5,10.21561911308845,Gold,0,24995.639445197612,3048.3482252300855,1,1,1,2
21,63344.46193435155,High School,670.9387913390949,252.14021750629996,9,Clothing,North,0,13,16.4876931761012,Gold,0,30253.818307210007,2500.6484635362335,0,1,0,2
50,51234.259839131366,Master,647.5313480839287,221.28132677461258,6,Electronics,North,0,8,12.237282358283236,None,0,24558.760094108635,3465.3999357386733,2,0,0,0
31,65982.20562598026,Bachelor,746.0652016136506,125.90949943244381,5,Clothing,West,0,2,15.760998906580399,Platinum,0,31926.23620312738,2872.3483394871946,1,1,3,3
38,42240.673248494415,High School,750.9801502256819,136.48617754059765,3,Clothing,East,1,3,14.759934334295743,Silver,0,15728.75706098316,1583.269275879089,0,1,2,1
65,71140.2116027837,PhD,649.9788217130647,293.72141789725,6,Sports,North,0,5,20.088222361218833,None,1,32379.125512783557,-202.5840295097587,3,3,0,0
37,84483.47185428876,Bachelor,586.6730024319692,258.4511752928999,3,Electronics,East,1,9,13.65861539337777,Platinum,1,38563.7235439293,2556.420217252354,1,0,2,3
